,question,image_file,agentType,minmax_axis_normalized_error
192,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.47475666666666666
193,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.5282295
194,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.14379750000000002
195,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.39323
196,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.31012
198,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2905725
199,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.27831285714285714
200,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.159584
201,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.18954777777777776
202,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.16843666666666665
203,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.42232111111111115
204,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.364466
205,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.317995
206,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.3495811111111111
207,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.15
208,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.21676999999999996
209,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.20951999999999998
210,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.6250133333333333
211,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3212025
212,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.3311483333333333
213,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.29893333333333333
214,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.025
215,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.8377500000000001
216,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.00075
219,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.17416666666666666
221,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.0025
222,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.01125
223,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.187
226,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.0975
227,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.5725
228,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderalph_colorgrey20.png,GPT-4V,0.14250000000000002
229,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderalph_colorgrey20.png,Human/Math-2-1,0.20750000000000002
230,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderalph_colorgrey20.png,Human/Math-3,0.14750000000000002
233,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.06749999999999999
234,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.12000000000000002
235,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.4141666666666666
236,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.18500000000000003
240,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderalph_colorgrey20.png,GPT-4V,0.2575
241,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderalph_colorgrey20.png,Human/Math-2-1,0.2435
242,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderalph_colorgrey20.png,Human/Math-3,0.31416666666666665
243,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,1.0295
245,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.14250000000000002
247,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.24500000000000002
248,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.20875
249,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.1755
252,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.0625
253,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.3808333333333333
254,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.0795
255,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,happiness_x1region_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.14666666666666667
