,Unnamed: 0,question,correct_answer,image_file,image_link,task_category,chart_type,text_input_type,dataset,x1,num_bars,facet,num_facets,reorder,description,min_label,max_label
48,48,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",1.12,movies_x1genre_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,movies,genre,4,decade,4,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
49,49,"On average, how much longer does it take women to complete the race relative to men? ",0.25,race_x1sex_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,race,sex,2,none,1,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
50,50,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,0.36,accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,occRole,2,decade,2,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
51,51,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",2.0,storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,name,4,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
52,52,"On average, how long does it take women from DC to complete the race?",1.75,race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,race,sex,2,state,3,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
53,53,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",0.31,accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,occRole,2,decade,2,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
54,54,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",1.11,pizza_x1name_facetsize_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetsize_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,name,4,size,3,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
55,55,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1status_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
56,56,"On average, how much higher is the education level of people who report being very happy compared to people who report being unhappy? ",0.05,happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,happiness,happy,3,region,4,large_to_small,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
57,57,"On average, what is the rating of 1990s movies within the Action genre?",4.45,movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,movies,genre,4,decade,4,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
58,58,"On average, what is injury severity level of drivers?",1.78,accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,accidents,occRole,2,decade,2,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
59,59,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",667.6,flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,flights,origin,3,carrier,4,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
60,60,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",1.12,movies_x1genre_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,movies,genre,4,none,1,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
